,county_code_x,district_code_x,school_code_x,filler,year,subgroup_id,type,total_tested,total_tested_scores,grade,test_id,caaspp_enrollment,num_tested,mean_score,pct_exceed,pct_met,pct_met_above,pct_nearly_met,pct_not_met,students_with_scores,a1_above,a1_near,a1_below,a2_above,a2_near,a2_below,a3_above,a3_near,a3_below,a4_above,a4_near,a4_below,unique_code,category,subgroup,county_code_y,district_code_y,school_code_y,type_id,county,district,school,zipcode
10,1,61143,0,,2018,1,B,4812,4799,8,1,707.0,670.0,2610.1,32.28,37.54,69.82,16.22,13.96,666.0,42.26,42.26,15.49,41.86,39.12,19.03,33.53,57.14,9.32,44.58,43.52,11.9,1611430,All Students,All Students,1.0,61143.0,0.0,6.0,Alameda,Berkeley Unified,,
11,1,61143,0,,2018,1,B,4784,4777,8,2,707.0,664.0,2611.3,37.37,24.36,61.72,20.73,17.55,661.0,44.12,37.46,18.42,40.06,43.25,16.69,41.41,42.33,16.26,0.0,0.0,0.0,1611430,All Students,All Students,1.0,61143.0,0.0,6.0,Alameda,Berkeley Unified,,
12,1,61143,0,,2018,1,B,4784,4777,11,2,738.0,574.0,2621.1,28.1,25.65,53.75,17.28,28.97,573.0,43.08,24.34,32.57,28.6,42.81,28.6,33.68,45.9,20.42,0.0,0.0,0.0,1611430,All Students,All Students,1.0,61143.0,0.0,6.0,Alameda,Berkeley Unified,,
13,1,61143,0,,2018,1,B,4812,4799,11,1,738.0,614.0,2626.2,39.41,27.26,66.67,16.58,16.75,609.0,46.71,38.32,14.97,40.47,36.42,23.1,35.36,54.11,10.53,45.89,36.02,18.09,1611430,All Students,All Students,1.0,61143.0,0.0,6.0,Alameda,Berkeley Unified,,
14,1,61143,0,,2018,1,B,4812,4799,13,1,5098.0,4812.0,,36.82,28.76,65.58,16.25,18.17,4799.0,41.21,40.64,18.15,39.24,38.96,21.8,30.5,57.75,11.75,41.42,42.48,16.1,1611430,All Students,All Students,1.0,61143.0,0.0,6.0,Alameda,Berkeley Unified,,
15,1,61143,0,,2018,1,B,4784,4777,13,2,5097.0,4784.0,,36.13,23.4,59.54,20.31,20.16,4777.0,44.71,29.18,26.11,38.57,39.45,21.99,39.31,41.2,19.5,0.0,0.0,0.0,1611430,All Students,All Students,1.0,61143.0,0.0,6.0,Alameda,Berkeley Unified,,
16,1,61143,122689,,2018,1,B,163,160,6,1,38.0,38.0,2453.5,8.11,2.7,10.81,37.84,51.35,37.0,5.41,24.32,70.27,5.71,37.14,57.14,8.11,54.05,37.84,10.81,51.35,37.84,161143122689,All Students,All Students,,,,,,,,
17,1,61143,122689,,2018,1,B,161,161,6,2,38.0,38.0,2431.9,0.0,10.53,10.53,21.05,68.42,38.0,5.26,15.79,78.95,7.89,28.95,63.16,2.63,23.68,73.68,0.0,0.0,0.0,161143122689,All Students,All Students,,,,,,,,
18,1,61143,122689,,2018,1,B,161,161,7,2,55.0,53.0,2453.2,3.77,7.55,11.32,22.64,66.04,53.0,7.69,17.31,75.0,5.66,43.4,50.94,7.69,40.38,51.92,0.0,0.0,0.0,161143122689,All Students,All Students,,,,,,,,
19,1,61143,122689,,2018,1,B,163,160,7,1,55.0,53.0,2475.9,7.84,13.73,21.57,21.57,56.86,51.0,11.76,35.29,52.94,7.84,37.25,54.9,7.84,47.06,45.1,7.84,52.94,39.22,161143122689,All Students,All Students,,,,,,,,
20,1,61143,122689,,2018,1,B,163,160,8,1,87.0,72.0,2496.5,5.56,16.67,22.22,27.78,50.0,72.0,11.11,36.11,52.78,6.94,34.72,58.33,9.72,52.78,37.5,12.5,50.0,37.5,161143122689,All Students,All Students,,,,,,,,
21,1,61143,122689,,2018,1,B,161,161,8,2,87.0,70.0,2459.3,5.71,7.14,12.86,24.29,62.86,70.0,7.14,24.29,68.57,8.57,38.57,52.86,5.71,31.43,62.86,0.0,0.0,0.0,161143122689,All Students,All Students,,,,,,,,
22,1,61143,122689,,2018,1,B,161,161,13,2,180.0,161.0,,3.73,8.07,11.8,22.98,65.22,161.0,6.88,20.0,73.13,7.45,37.89,54.66,5.63,32.5,61.88,0.0,0.0,0.0,161143122689,All Students,All Students,,,,,,,,
23,1,61143,122689,,2018,1,B,163,160,13,1,180.0,163.0,,6.88,12.5,19.38,28.13,52.5,160.0,10.0,33.13,56.88,6.96,36.08,56.96,8.75,51.25,40.0,10.63,51.25,38.13,161143122689,All Students,All Students,,,,,,,,
24,1,61143,122697,,2018,1,B,64,64,11,2,74.0,64.0,2485.5,1.56,10.94,12.5,10.94,76.56,64.0,3.13,17.19,79.69,0.0,32.81,67.19,7.81,42.19,50.0,0.0,0.0,0.0,161143122697,All Students,All Students,,,,,,,,
25,1,61143,122697,,2018,1,B,67,67,11,1,74.0,67.0,2551.0,17.91,25.37,43.28,17.91,38.81,67.0,16.42,50.75,32.84,22.73,33.33,43.94,14.93,62.69,22.39,27.27,42.42,30.3,161143122697,All Students,All Students,,,,,,,,
26,1,61143,122697,,2018,1,B,67,67,13,1,74.0,67.0,,17.91,25.37,43.28,17.91,38.81,67.0,16.42,50.75,32.84,22.73,33.33,43.94,14.93,62.69,22.39,27.27,42.42,30.3,161143122697,All Students,All Students,,,,,,,,
27,1,61143,122697,,2018,1,B,64,64,13,2,74.0,64.0,,1.56,10.94,12.5,10.94,76.56,64.0,3.13,17.19,79.69,0.0,32.81,67.19,7.81,42.19,50.0,0.0,0.0,0.0,161143122697,All Students,All Students,,,,,,,,
28,1,61143,131177,,2018,1,B,571,570,11,2,707.0,571.0,2622.0,28.25,25.79,54.04,17.37,28.6,570.0,43.31,24.47,32.22,28.7,42.96,28.35,33.86,46.14,20.0,0.0,0.0,0.0,161143131177,All Students,All Students,1.0,61143.0,131177.0,7.0,Alameda,Berkeley Unified,Berkeley High,94704.0
29,1,61143,131177,,2018,1,B,604,600,11,1,707.0,604.0,2629.1,40.0,27.5,67.5,16.67,15.83,600.0,47.41,38.23,14.36,41.1,36.82,22.09,35.89,54.42,9.68,46.58,36.23,17.2,161143131177,All Students,All Students,1.0,61143.0,131177.0,7.0,Alameda,Berkeley Unified,Berkeley High,94704.0
30,1,61143,131177,,2018,1,B,604,600,13,1,707.0,604.0,,40.0,27.5,67.5,16.67,15.83,600.0,47.41,38.23,14.36,41.1,36.82,22.09,35.89,54.42,9.68,46.58,36.23,17.2,161143131177,All Students,All Students,1.0,61143.0,131177.0,7.0,Alameda,Berkeley Unified,Berkeley High,94704.0
31,1,61143,131177,,2018,1,B,571,570,13,2,707.0,571.0,,28.25,25.79,54.04,17.37,28.6,570.0,43.31,24.47,32.22,28.7,42.96,28.35,33.86,46.14,20.0,0.0,0.0,0.0,161143131177,All Students,All Students,1.0,61143.0,131177.0,7.0,Alameda,Berkeley Unified,Berkeley High,94704.0
32,1,61143,134924,,2018,1,B,*,*,11,2,,,,,,,,,,,,,,,,,,,,,,161143134924,All Students,All Students,1.0,61143.0,134924.0,7.0,Alameda,Berkeley Unified,Berkeley Technology Academy,94704.0
33,1,61143,134924,,2018,1,B,*,*,11,1,,,,,,,,,,,,,,,,,,,,,,161143134924,All Students,All Students,1.0,61143.0,134924.0,7.0,Alameda,Berkeley Unified,Berkeley Technology Academy,94704.0
34,1,61143,134924,,2018,1,B,*,*,13,1,,,,,,,,,,,,,,,,,,,,,,161143134924,All Students,All Students,1.0,61143.0,134924.0,7.0,Alameda,Berkeley Unified,Berkeley Technology Academy,94704.0
35,1,61143,134924,,2018,1,B,*,*,13,2,,,,,,,,,,,,,,,,,,,,,,161143134924,All Students,All Students,1.0,61143.0,134924.0,7.0,Alameda,Berkeley Unified,Berkeley Technology Academy,94704.0
36,1,61143,161143,,2018,1,B,*,*,3,1,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
37,1,61143,161143,,2018,1,B,*,*,3,2,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
38,1,61143,161143,,2018,1,B,*,*,4,2,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
39,1,61143,161143,,2018,1,B,*,*,4,1,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
40,1,61143,161143,,2018,1,B,*,*,7,1,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
41,1,61143,161143,,2018,1,B,*,*,7,2,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
42,1,61143,161143,,2018,1,B,*,*,8,2,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
43,1,61143,161143,,2018,1,B,*,*,8,1,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
44,1,61143,161143,,2018,1,B,*,*,11,1,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
45,1,61143,161143,,2018,1,B,*,*,11,2,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
46,1,61143,161143,,2018,1,B,*,*,13,2,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
47,1,61143,161143,,2018,1,B,*,*,13,1,,,,,,,,,,,,,,,,,,,,,,161143161143,All Students,All Students,1.0,61143.0,161143.0,7.0,Alameda,Berkeley Unified,Berkeley Unified District Level Program,94702.0
48,1,61143,6056857,,2018,1,B,961,955,6,1,321.0,305.0,2570.3,33.99,36.3,70.3,16.83,12.87,303.0,43.05,43.38,13.58,39.26,40.94,19.8,32.33,60.67,7.0,47.51,41.2,11.3,1611436056857,All Students,All Students,1.0,61143.0,6056857.0,7.0,Alameda,Berkeley Unified,Martin Luther King Middle,94703.0
49,1,61143,6056857,,2018,1,B,967,962,6,2,321.0,313.0,2580.3,43.91,24.36,68.27,15.71,16.03,312.0,49.68,28.53,21.79,46.15,37.5,16.35,45.51,36.22,18.27,0.0,0.0,0.0,1611436056857,All Students,All Students,1.0,61143.0,6056857.0,7.0,Alameda,Berkeley Unified,Martin Luther King Middle,94703.0
50,1,61143,6056857,,2018,1,B,967,962,7,2,348.0,335.0,2601.7,41.32,28.14,69.46,19.16,11.38,334.0,51.09,30.53,18.38,41.44,44.74,13.81,43.07,48.8,8.13,0.0,0.0,0.0,1611436056857,All Students,All Students,1.0,61143.0,6056857.0,7.0,Alameda,Berkeley Unified,Martin Luther King Middle,94703.0
51,1,61143,6056857,,2018,1,B,961,955,7,1,348.0,332.0,2609.1,37.46,40.79,78.25,12.69,9.06,331.0,49.39,39.09,11.52,49.69,38.65,11.66,27.05,65.35,7.6,45.59,48.63,5.78,1611436056857,All Students,All Students,1.0,61143.0,6056857.0,7.0,Alameda,Berkeley Unified,Martin Luther King Middle,94703.0
52,1,61143,6056857,,2018,1,B,961,955,8,1,337.0,324.0,2630.2,39.25,40.81,80.06,9.35,10.59,321.0,50.0,39.06,10.94,52.24,33.65,14.1,38.44,55.0,6.56,49.53,42.63,7.84,1611436056857,All Students,All Students,1.0,61143.0,6056857.0,7.0,Alameda,Berkeley Unified,Martin Luther King Middle,94703.0
53,1,61143,6056857,,2018,1,B,967,962,8,2,337.0,319.0,2629.9,44.3,24.37,68.67,18.04,13.29,316.0,53.82,32.23,13.95,49.04,39.49,11.46,48.21,37.79,14.01,0.0,0.0,0.0,1611436056857,All Students,All Students,1.0,61143.0,6056857.0,7.0,Alameda,Berkeley Unified,Martin Luther King Middle,94703.0
54,1,61143,6056857,,2018,1,B,967,962,13,2,1006.0,967.0,,43.14,25.68,68.81,17.67,13.51,962.0,51.5,30.41,18.09,45.46,40.67,13.87,45.53,41.11,13.35,0.0,0.0,0.0,1611436056857,All Students,All Students,1.0,61143.0,6056857.0,7.0,Alameda,Berkeley Unified,Martin Luther King Middle,94703.0
55,1,61143,6056857,,2018,1,B,961,955,13,1,1006.0,961.0,,36.96,39.37,76.34,12.88,10.79,955.0,47.58,40.44,11.97,47.22,37.71,15.06,32.56,60.38,7.06,47.52,44.26,8.22,1611436056857,All Students,All Students,1.0,61143.0,6056857.0,7.0,Alameda,Berkeley Unified,Martin Luther King Middle,94703.0
56,1,61143,6056865,,2018,1,B,607,606,6,1,249.0,245.0,2580.2,39.59,33.47,73.06,16.33,10.61,245.0,46.94,38.37,14.69,44.9,38.37,16.73,32.24,58.78,8.98,52.65,36.33,11.02,1611436056865,All Students,All Students,1.0,61143.0,6056865.0,7.0,Alameda,Berkeley Unified,Willard Middle,94705.0
57,1,61143,6056865,,2018,1,B,601,601,6,2,249.0,240.0,2579.4,46.67,18.75,65.42,16.67,17.92,240.0,51.25,25.42,23.33,42.92,37.92,19.17,47.08,31.25,21.67,0.0,0.0,0.0,1611436056865,All Students,All Students,1.0,61143.0,6056865.0,7.0,Alameda,Berkeley Unified,Willard Middle,94705.0
58,1,61143,6056865,,2018,1,B,601,601,7,2,182.0,176.0,2601.6,44.89,26.14,71.02,14.77,14.2,176.0,51.14,28.41,20.45,46.59,38.07,15.34,47.16,42.61,10.23,0.0,0.0,0.0,1611436056865,All Students,All Students,1.0,61143.0,6056865.0,7.0,Alameda,Berkeley Unified,Willard Middle,94705.0
59,1,61143,6056865,,2018,1,B,607,606,7,1,182.0,177.0,2605.2,39.55,34.46,74.01,15.82,10.17,177.0,49.15,36.72,14.12,52.54,31.07,16.38,28.25,63.84,7.91,49.72,41.81,8.47,1611436056865,All Students,All Students,1.0,61143.0,6056865.0,7.0,Alameda,Berkeley Unified,Willard Middle,94705.0
60,1,61143,6056865,,2018,1,B,607,606,8,1,198.0,185.0,2607.4,28.26,40.22,68.48,17.93,13.59,184.0,38.04,47.83,14.13,35.33,44.02,20.65,33.7,57.07,9.24,47.83,41.3,10.87,1611436056865,All Students,All Students,1.0,61143.0,6056865.0,7.0,Alameda,Berkeley Unified,Willard Middle,94705.0
61,1,61143,6056865,,2018,1,B,601,601,8,2,198.0,185.0,2597.9,33.51,25.41,58.92,19.46,21.62,185.0,40.0,37.3,22.7,35.68,42.7,21.62,35.68,43.78,20.54,0.0,0.0,0.0,1611436056865,All Students,All Students,1.0,61143.0,6056865.0,7.0,Alameda,Berkeley Unified,Willard Middle,94705.0
62,1,61143,6056865,,2018,1,B,601,601,13,2,629.0,601.0,,42.1,22.96,65.06,16.97,17.97,601.0,47.75,29.95,22.3,41.76,39.43,18.8,43.59,38.44,17.97,0.0,0.0,0.0,1611436056865,All Students,All Students,1.0,61143.0,6056865.0,7.0,Alameda,Berkeley Unified,Willard Middle,94705.0
63,1,61143,6056865,,2018,1,B,607,606,13,1,629.0,607.0,,36.14,35.81,71.95,16.67,11.39,606.0,44.88,40.76,14.36,44.22,37.95,17.82,31.52,59.74,8.75,50.33,39.44,10.23,1611436056865,All Students,All Students,1.0,61143.0,6056865.0,7.0,Alameda,Berkeley Unified,Willard Middle,94705.0
64,1,61143,6090187,,2018,1,B,213,213,3,1,65.0,64.0,2483.6,53.13,29.69,82.81,4.69,12.5,64.0,48.44,40.63,10.94,40.63,46.88,12.5,35.94,56.25,7.81,53.13,37.5,9.38,1611436090187,All Students,All Students,1.0,61143.0,6090187.0,7.0,Alameda,Berkeley Unified,Rosa Parks Environmental Science,94710.0
65,1,61143,6090187,,2018,1,B,215,215,3,2,65.0,64.0,2499.4,51.56,32.81,84.38,10.94,4.69,64.0,67.19,26.56,6.25,67.19,28.13,4.69,60.94,34.38,4.69,0.0,0.0,0.0,1611436090187,All Students,All Students,1.0,61143.0,6090187.0,7.0,Alameda,Berkeley Unified,Rosa Parks Environmental Science,94710.0
66,1,61143,6090187,,2018,1,B,215,215,4,2,81.0,77.0,2498.2,35.06,18.18,53.25,27.27,19.48,77.0,42.86,28.57,28.57,36.36,33.77,29.87,38.96,32.47,28.57,0.0,0.0,0.0,1611436090187,All Students,All Students,1.0,61143.0,6090187.0,7.0,Alameda,Berkeley Unified,Rosa Parks Environmental Science,94710.0
67,1,61143,6090187,,2018,1,B,213,213,4,1,81.0,77.0,2491.3,37.66,20.78,58.44,16.88,24.68,77.0,37.66,44.16,18.18,27.27,45.45,27.27,28.57,57.14,14.29,37.66,42.86,19.48,1611436090187,All Students,All Students,1.0,61143.0,6090187.0,7.0,Alameda,Berkeley Unified,Rosa Parks Environmental Science,94710.0
68,1,61143,6090187,,2018,1,B,213,213,5,1,75.0,72.0,2535.7,37.5,27.78,65.28,13.89,20.83,72.0,43.66,45.07,11.27,43.66,38.03,18.31,22.54,63.38,14.08,43.66,38.03,18.31,1611436090187,All Students,All Students,1.0,61143.0,6090187.0,7.0,Alameda,Berkeley Unified,Rosa Parks Environmental Science,94710.0
69,1,61143,6090187,,2018,1,B,215,215,5,2,75.0,74.0,2540.2,43.24,13.51,56.76,21.62,21.62,74.0,47.3,24.32,28.38,40.54,29.73,29.73,36.49,41.89,21.62,0.0,0.0,0.0,1611436090187,All Students,All Students,1.0,61143.0,6090187.0,7.0,Alameda,Berkeley Unified,Rosa Parks Environmental Science,94710.0
70,1,61143,6090187,,2018,1,B,215,215,13,2,221.0,215.0,,42.79,20.93,63.72,20.47,15.81,215.0,51.63,26.51,21.86,46.98,30.7,22.33,44.65,36.28,19.07,0.0,0.0,0.0,1611436090187,All Students,All Students,1.0,61143.0,6090187.0,7.0,Alameda,Berkeley Unified,Rosa Parks Environmental Science,94710.0
71,1,61143,6090187,,2018,1,B,213,213,13,1,221.0,213.0,,42.25,25.82,68.08,12.21,19.72,213.0,42.92,43.4,13.68,36.79,43.4,19.81,28.77,58.96,12.26,44.34,39.62,16.04,1611436090187,All Students,All Students,1.0,61143.0,6090187.0,7.0,Alameda,Berkeley Unified,Rosa Parks Environmental Science,94710.0
72,1,61143,6090195,,2018,1,B,215,215,3,1,74.0,67.0,2448.6,40.3,20.9,61.19,19.4,19.4,67.0,39.39,37.88,22.73,36.36,42.42,21.21,34.85,51.52,13.64,31.82,54.55,13.64,1611436090195,All Students,All Students,1.0,61143.0,6090195.0,7.0,Alameda,Berkeley Unified,Cragmont Elementary,94708.0
73,1,61143,6090195,,2018,1,B,219,219,3,2,74.0,69.0,2459.5,39.13,23.19,62.32,18.84,18.84,69.0,46.38,30.43,23.19,40.58,39.13,20.29,44.93,37.68,17.39,0.0,0.0,0.0,1611436090195,All Students,All Students,1.0,61143.0,6090195.0,7.0,Alameda,Berkeley Unified,Cragmont Elementary,94708.0
74,1,61143,6090195,,2018,1,B,215,215,4,1,79.0,74.0,2501.4,51.35,12.16,63.51,13.51,22.97,74.0,39.19,41.89,18.92,36.49,43.24,20.27,33.78,55.41,10.81,43.24,37.84,18.92,1611436090195,All Students,All Students,1.0,61143.0,6090195.0,7.0,Alameda,Berkeley Unified,Cragmont Elementary,94708.0
75,1,61143,6090195,,2018,1,B,219,219,4,2,79.0,76.0,2484.8,31.58,21.05,52.63,21.05,26.32,76.0,41.33,26.67,32.0,39.47,34.21,26.32,38.67,37.33,24.0,0.0,0.0,0.0,1611436090195,All Students,All Students,1.0,61143.0,6090195.0,7.0,Alameda,Berkeley Unified,Cragmont Elementary,94708.0
76,1,61143,6090195,,2018,1,B,219,219,5,2,77.0,74.0,2526.5,33.78,24.32,58.11,18.92,22.97,74.0,40.54,32.43,27.03,39.19,36.49,24.32,33.78,36.49,29.73,0.0,0.0,0.0,1611436090195,All Students,All Students,1.0,61143.0,6090195.0,7.0,Alameda,Berkeley Unified,Cragmont Elementary,94708.0
77,1,61143,6090195,,2018,1,B,215,215,5,1,77.0,74.0,2525.0,39.19,22.97,62.16,16.22,21.62,74.0,39.19,39.19,21.62,37.84,32.43,29.73,28.38,58.11,13.51,41.89,33.78,24.32,1611436090195,All Students,All Students,1.0,61143.0,6090195.0,7.0,Alameda,Berkeley Unified,Cragmont Elementary,94708.0
78,1,61143,6090195,,2018,1,B,215,215,13,1,230.0,215.0,,43.72,18.6,62.33,16.28,21.4,215.0,39.25,39.72,21.03,36.92,39.25,23.83,32.24,55.14,12.62,39.25,41.59,19.16,1611436090195,All Students,All Students,1.0,61143.0,6090195.0,7.0,Alameda,Berkeley Unified,Cragmont Elementary,94708.0
79,1,61143,6090195,,2018,1,B,219,219,13,2,230.0,219.0,,34.7,22.83,57.53,19.63,22.83,219.0,42.66,29.82,27.52,39.73,36.53,23.74,38.99,37.16,23.85,0.0,0.0,0.0,1611436090195,All Students,All Students,1.0,61143.0,6090195.0,7.0,Alameda,Berkeley Unified,Cragmont Elementary,94708.0
80,1,61143,6090211,,2018,1,B,166,166,3,1,60.0,60.0,2489.8,61.67,20.0,81.67,3.33,15.0,60.0,55.0,36.67,8.33,48.33,36.67,15.0,41.67,50.0,8.33,50.0,40.0,10.0,1611436090211,All Students,All Students,1.0,61143.0,6090211.0,7.0,Alameda,Berkeley Unified,Emerson Elementary,94705.0
81,1,61143,6090211,,2018,1,B,166,166,3,2,60.0,60.0,2479.9,40.0,30.0,70.0,21.67,8.33,60.0,55.0,28.33,16.67,48.33,40.0,11.67,48.33,50.0,1.67,0.0,0.0,0.0,1611436090211,All Students,All Students,1.0,61143.0,6090211.0,7.0,Alameda,Berkeley Unified,Emerson Elementary,94705.0
82,1,61143,6090211,,2018,1,B,166,166,4,2,53.0,53.0,2500.5,30.19,24.53,54.72,26.42,18.87,53.0,33.96,33.96,32.08,32.08,50.94,16.98,45.28,30.19,24.53,0.0,0.0,0.0,1611436090211,All Students,All Students,1.0,61143.0,6090211.0,7.0,Alameda,Berkeley Unified,Emerson Elementary,94705.0
83,1,61143,6090211,,2018,1,B,166,166,4,1,53.0,53.0,2504.0,39.62,20.75,60.38,22.64,16.98,53.0,41.51,39.62,18.87,30.19,50.94,18.87,41.51,52.83,5.66,28.3,58.49,13.21,1611436090211,All Students,All Students,1.0,61143.0,6090211.0,7.0,Alameda,Berkeley Unified,Emerson Elementary,94705.0
84,1,61143,6090211,,2018,1,B,166,166,5,1,53.0,53.0,2565.7,50.94,18.87,69.81,13.21,16.98,53.0,47.17,33.96,18.87,60.38,26.42,13.21,39.62,43.4,16.98,45.28,37.74,16.98,1611436090211,All Students,All Students,1.0,61143.0,6090211.0,7.0,Alameda,Berkeley Unified,Emerson Elementary,94705.0
85,1,61143,6090211,,2018,1,B,166,166,5,2,53.0,53.0,2570.7,58.49,11.32,69.81,13.21,16.98,53.0,60.38,18.87,20.75,56.6,22.64,20.75,56.6,28.3,15.09,0.0,0.0,0.0,1611436090211,All Students,All Students,1.0,61143.0,6090211.0,7.0,Alameda,Berkeley Unified,Emerson Elementary,94705.0
86,1,61143,6090211,,2018,1,B,166,166,13,2,166.0,166.0,,42.77,22.29,65.06,20.48,14.46,166.0,50.0,27.11,22.89,45.78,37.95,16.27,50.0,36.75,13.25,0.0,0.0,0.0,1611436090211,All Students,All Students,1.0,61143.0,6090211.0,7.0,Alameda,Berkeley Unified,Emerson Elementary,94705.0
87,1,61143,6090211,,2018,1,B,166,166,13,1,166.0,166.0,,51.2,19.88,71.08,12.65,16.27,166.0,48.19,36.75,15.06,46.39,37.95,15.66,40.96,48.8,10.24,41.57,45.18,13.25,1611436090211,All Students,All Students,1.0,61143.0,6090211.0,7.0,Alameda,Berkeley Unified,Emerson Elementary,94705.0
